NOMBRE DEL PLATILLO|ORIGEN|RENDIMIENTO (PERSONAS)|PREPARACIÓN (MIN)|COCCIÓN (MIN)|REPOSO (MIN)|REFRIGERACIÓN (MIN)|CONGELACIÓN (MIN)|DIFICULTAD|COSTO|INGREDIENTES|TIPO|Epoca|Categoría 
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|CAZON, CEBOLLA, EPAZOTE, NARANJA, CHILTOMATE, MAIZ, FRIJOL, HUEVO, SAL|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
PAN DE CHICHARRON PRENSADO Y CHILE GUAJILLO|JALISCO|8|50|40|80|0|0|2|2|CHILE GUAJILLO, ACEITE, CHICHARRON, SAL, HARINA DE TRIGO, LEVADURA, HUEVO, AZUCAR, MANTEQUILLA|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
PAN DE MUERTO CON AJONJOLI|CIUDAD DE MEXICO|20|60|30|90|0|0|2|1|HARINA DE TRIGO, LEVADURA, HUEVO, MARGARINA, SAL, AZUCAR, LECHE, CANELA, AJONJOLI|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
PAN DE MUERTO MASA FINA|CIUDAD DE MEXICO|12|60|30|90|0|0|3|1|HARINA DE TRIGO, AZUCAR, SAL, CONSERVADOR, AZAHAR, LEVADURA, COLORANTE VEGETAL, MARGARINA, HUEVO, NARANJA, MANTEQUILLA|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
PAN DE PULQUE|ESTADO DE MEXICO|10|30|30|50|0|0|1|1|HUEVO, PULQUE BLANCO, AZUCAR, HARINA DE TRIGO, MANTEQUILLA, LEVADURA, AGUA, AJONJOLI|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
PANECITOS DE ELOTE|ESTADO DE MEXICO|12|30|20|0|0|0|1|1|HARINA DE TRIGO, POLVO PARA HORNEAR, SAL, MANTEQUILLA, AZUCAR, ELOTE, HUEVO|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Panes y masas
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|FRIJOL, EPAZOTE, CEBOLLA, VINAGRE BLANCO, CHILE HABANERO, MAIZ, CERDO, POLLO, LECHUGA, JITOMATE, SAL|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|CALABAZA, HUEVO, JITOMATE, CHILE HABANERO, EPAZOTE, MAIZ, SAL|ANTOJITOS CON MAIZ|México Prehispánico (Antes de 1521)|Antojitos
PASCAL|VERACRUZ|16|20|30|0|0|0|3|3|CHILE ANCHO, CHILE GUAJILLO, CALDO DE POLLO, CALABAZA, CACAHUATE, HIERBABUENA, CILANTRO|MOLE DE PIPIAN|México Prehispánico (Antes de 1521)|Sopas y caldos
PASCAL DE FRIJOL CON IZOTE|TLAXCALA|4|30|150|0|0|0|2|2|IZOTE, CHAYOTE, FRIJOL, MASA DE MAIZ, AJONJOLI, HIERBABUENA, CILANTRO, SAL, TORTILLA DE MAIZ|MOLE DE PIPIAN|México Prehispánico (Antes de 1521)|Sopas y caldos
PASTEL DE ELOTE CON SALSA DE ROMPOPE|CIUDAD DE MEXICO|8|15|30|0|0|0|2|2|CREMA, AZUCAR, ROMPOPE, HUEVO, ELOTE, VAINILLA, MANTEQUILLA, HARINA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
PASTELITOS DE CHOCOLATE|CIUDAD DE MEXICO|4|30|15|0|0|0|2|3|HARINA DE TRIGO, MAIZ, COCOA, POLVO PARA HORNEAR, HUEVO, AZUCAR, MANTEQUILLA, VAINILLA, FRAMBUESA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
PASTES|HIDALGO|8|20|30|130|0|0|2|3|MANTEQUILLA, CEBOLLA, PORO, RES, PAPA, CALDO DE POLLO, PEREJIL, CHILE JALAPEÑO, SAL, PIMIENTA, TRIGO, HUEVO, CERDO, SAL, PULQUE, LECHE|ANTOJITOS CON TRIGO|Influencia europea / Porfiriato (1821 - 1910)|Panes y masas
PATO A LAS DOS MANERAS DE MOLE ROSA|GUERRERO|6|30|90|120|0|0|2|3|PATO, AJO, SAL, MOLE ROSA, PACAYA, PIÑON|MOLE ESPECIAL|México Contemporáneo (1940 - Actualidad)|Aves
PATO EN BARBACOA DE OLLA|JALISCO|8|30|240|0|0|0|2|3|PATO, PAPA, ZANAHORIA, MANZANA, APIO, TEQUILA, LAUREL, JITOMATE, SAL, PIMIENTA, MASA DE MAIZ, PLATANO, TORTILLA DE MAIZ|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Aves
PATO EN SALSA DE CAPULIN|GUANAJUATO|6|20|35|0|0|0|2|3|PATO, MANTEQUILLA, JITOMATE, CEBOLLA, AJO, CHILE CHIPOTLE, COMINO, CANELA, CLAVO, ALCACHOFA, CAPULIN, SAL, PIMIENTA|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Aves
PECHUGAS EN SALSA DE NUEZ|CHIHUAHUA|6|15|50|0|0|0|2|3|POLLO, TOMILLO, MEJORANA, CEBOLLA, ACEITE, NUEZ PECANA, CIRUELA, CHILE ANCHO, SAL|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
PEJELAGARTO EN VERDE|TABASCO|8|15|45|0|0|0|2|2|PEJELAGARTO, CHILE AMASHITO, CHIPILIN, CHAYA, TOMATE VERDE, CHILE DULCE, MUSTE, PLATANO, CEBOLLA, MAIZ, SAL, PIMIENTA, ARROZ|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Prehispánico (Antes de 1521)|Pescados y mariscos
PENEQUES|CIUDAD DE MEXICO|6|20|10|0|0|0|1|1|JITOMATE, CEBOLLA, AJO, CHILE SERRANO, ACEITE, CILANTRO, SAL, PENEQUES, QUESO, CILANTRO|ANTOJITOS CON MAIZ|Conquista y Virreinato (1521 – 1821)|Antojitos
PERDICES EN SALSA DE HONGOS TECOMATES|OAXACA|6|30|75|0|0|0|3|3|PERDIZ, CEBOLLA, AJO, ZANAHORIA, CHEPICHE, PIMIENTA, VINO BLANCO, ACEITE DE OLIVA, TOMILLO, LAUREL, MEJORANA, CHILE PASILLA, TOMATILLO, HONGO TECOMATE, MEZCAL, SAL|PLATOS PRINCIPALES CON OTRAS CARNES|Conquista y Virreinato (1521 – 1821)|Aves
PESCADO AL VAPOR DE HIERBAS VERDES|CAMPECHE|8|30|15|15|0|0|3|3|LIMON, ROBALO, ALBAHACA, PEREJIL, MEJORANA, OREGANO, TOMILLO, HINOJO, ROMERO, LAUREL, HOJA SANTA, CEBOLLA, CALDO DE PESCADO, CREMA, SAL, PIMIENTA|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Prehispánico (Antes de 1521)|Pescados y mariscos
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|RECAUDO COLORADO, NARANJA, ACEITE, MERO, PLATANO, ESCABECHE, CHILE HABANERO, JITOMATE, AGUACATE, FRIJOL, ARROZ|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|México Prehispánico (Antes de 1521)|Pescados y mariscos
PESCADO ZARANDEADO|NAYARIT|6|20|12|0|0|0|2|2|PARGO, ACEITE DE OLIVA, PLATANO, LIMON, SAL, PIMIENTA, PICO DE GALLO, MAIZ|PLATOS PRINCIPALES CON PESCADOS Y MARISCOS|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos
PICADILLO|CIUDAD DE MEXICO|5|10|35|0|0|0|1|1|ACEITE, CEBOLLA, RES, JITOMATE, AJO, MAJORANA, TOMILLO, PAPA, ZANAHORIA, CHICHARO, SAL, PIMIENTA, ARROZ, FRIJOL|PLATOS PRINCIPALES CON CARNE ROJA|Conquista y Virreinato (1521 – 1821)|Carnes
PICO DE GALLO CLASICO|JALISCO|8|10|0|0|0|0|1|1|NARANJA, LIMON, CEBOLLA, JITOMATE, CHILE SERRANO, ACEITE DE OLIVA, SAL|PICOS DE GALLO|México Prehispánico (Antes de 1521)|Salsas y aderezos
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|MANDARINA, LIMON, CEBOLLA, JITOMATE, JICAMA, PEPINO, CHILE CHILACA, ACEITE DE OLIVA, SAL|PICOS DE GALLO|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
PICO DE GALLO CON TOMATILLO|MICHOACÁN|8|10|0|0|0|0|1|1|NARANJA, LIMON, CEBOLLA, TOMATE VERDE, COCO, PIÑA, CHILE GUERO, ACEITE DE OLIVA, SAL|PICOS DE GALLO|México Prehispánico (Antes de 1521)|Salsas y aderezos
PICO DE GALLO CON XOCONOSTLE|SAN LUIS POTOSÍ|8|10|0|0|0|0|1|1|JICAMA, XOCONOSTLE, CEBOLLA, CHILE JALAPEÑO, LIMON, SAL, OREGANO|PICOS DE GALLO|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
PICO DE GALLO JALAPEÑO|VERACRUZ|8|10|0|0|0|0|1|1|TORONJA, LIMON, CEBOLLA, JITOMATE, CHILE JALAPEÑO, ACEITE DE OLIVA, CANELA, SAL|PICOS DE GALLO|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos
PIPIAN DE PEPITAS DE MELON CON POLLITOS|MICHOACÁN|6|20|40|0|0|0|2|3|POLLITO DE LECHE, MANTEQUILLA, ACEITE, CHILE ANCHO, CALDO DE POLLO, BOLILLO, MELON, ALMENDRA, MELON CHINO, MELON VERDE, SAL, PIMIENTA|MOLE DE PIPIAN|Conquista y Virreinato (1521 – 1821)|Moles y adobos
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|CALDO DE PESCADO, AJO, JITOMATE, CALABAZA, SAL, ACHIOTE, CERDO|MOLE DE PIPIAN|Conquista y Virreinato (1521 – 1821)|Moles y adobos
PIPIAN POBLANO CON CHOCOLATE|PUEBLA|8|20|30|0|0|0|1|2|CALDO DE POLLO, CHILE SERRANO, AJO, TOMATE VERDE, CHOCOLATE, CALABAZA, SAL, COMINO, CERDO|MOLE DE PIPIAN|Conquista y Virreinato (1521 – 1821)|Moles y adobos
PIPIAN POBLANO CON MAIZ PRIETO|PUEBLA|8|15|40|0|0|0|2|2|CHILE ANCHO, CALDO DE POLLO, CALABAZA, MAIZ, SAL, CERDO|MOLE DE PIPIAN|Conquista y Virreinato (1521 – 1821)|Moles y adobos
PIPIAN ROJO|PUEBLA|8|15|25|0|0|0|2|2|CHILE ANCHO, CALDO DE POLLO, AJO, CALABAZA, BOLILLO, SAL, EPAZOTE, PIMIENTA, CERDO|MOLE DE PIPIAN|Conquista y Virreinato (1521 – 1821)|Moles y adobos
PIPIAN VERDE|CIUDAD DE MEXICO|8|15|30|0|0|0|2|2|CALDO DE POLLO, CHILE SERRANO, TOMATE VERDE, CALABAZA, SAL, HOJA SANTA, CERDO|MOLE DE PIPIAN|Conquista y Virreinato (1521 – 1821)|Moles y adobos
POLLITOS DE LECHE CON HONGOS|HIDALGO|12|20|60|0|0|0|3|3|POLLO, CODORNIZ, BOLILLO, CALDO DE POLLO, MANTEQUILLA, CERDO, VINO BLANCO, TRIGO, HONGO, ARROZ, SAL, PIMIENTA|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLLO DE PLAZA SINALOENSE|SINALOA|8|30|45|0|0|0|2|2|ACEITE, POLLO, CEBOLLA, PAPA, CALABAZA, VINAGRETA BASE, JITOMATE, OREGANO, CHILE PIQUIN, LECHUGA, SAL, PIMIENTA|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLLO DE SAN AGUSTIN|MICHOACAN|6|20|55|0|0|0|2|2|POLLO, AJO, CEBOLLA, CERDO, ZANAHORIA, PAPA, JITOMATE, VINAGRE BLANCO, OREGANO, LECHUGA, CHILE GUERO, SAL|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLLO EN ADOBO|TAMAULIPAS|6|20|60|510|0|0|1|2|CHILE ANCHO, VINAGRE BLANCO, AJO, COMINO, POLLO, PAPA, LECHUGA, CEBOLLA, SAL|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLLO EN HOJAS DE AGUACATE|MICHOACAN|8|30|75|10|0|0|2|2|MANTEQUILLA, POLLO, AGUACATE, CEBOLLA, NARANJA, CALDO DE POLLO, SAL, PIMIENTA|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLLO JALAPEÑO|VERACRUZ|6|20|60|0|0|0|1|2|JITOMATE, CEBOLLA, AJO, CILANTRO, OREGANO, CLAVO, VINAGRE BLANCO, MANTEQUILLA, POLLO, CHILE JALAPEÑO, ACEITE DE OLIVA, ARROZ, PLATANO, SAL, PIMIENTA|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLLO PIBIL|YUCATAN|6|40|90|360|0|0|2|2|POLLO, NARANJA, AJO, PLATANO, RECAUDO COLORADO, JITOMATE, EPAZOTE, SAL, CEBOLLA|PLATOS PRINCIPALES CON POLLO|Conquista y Virreinato (1521 – 1821)|Aves
POLVORONES DE ANIS|YUCATAN|20|40|20|0|0|0|1|1|HUEVO, MAIZ, HARINA DE TRIGO, POLVO PARA HORNEAR, AZUCAR, ANIS, VAINILLA, CERDO|PANES Y GALLETAS|Conquista y Virreinato (1521 – 1821)|Dulces y postres
POSTRE DE FRIJOL|NUEVO LEON|8|10|150|0|0|0|1|1|FRIJOL, LECHE, HUEVO, AZUCAR, CANELA, JEREZ, PASA, ALMENDRA|DULCES Y POSTRES|Conquista y Virreinato (1521 – 1821)|Dulces y postres
POSTRE DE JICAMA|NAYARIT|6|10|45|0|0|0|1|1|JICAMA, COCO, NARANJA, AZUCAR|DULCES Y POSTRES|México Contemporáneo (1940 - Actualidad)|Dulces y postres
POTAJE DE HABAS|CIUDAD DE MEXICO|6|20|190|0|0|0|2|1|HABA, CERDO, CHORIZO, CHILE PASILLA, AJO, CEBOLLA, JITOMATE, CILANTRO, SAL, PIMIENTA|SOPA|Conquista y Virreinato (1521 – 1821)|Legumbres
